TransactionID,TransactionDT,TransactionAmt,card1,card4,card6,addr1,addr2,dist1,dist2,P_emaildomain,ProductCD,C1,C2,C3,C4,C5,DeviceType,DeviceInfo,isFraud
1022476,4755778,4.095827147983287,8906,discover,credit,262,34,45.34964520426959,48.95308029668667,yahoo.com,R,2,2,2,0,0,desktop,Windows,0
1052548,8816146,38.83834023783567,5246,discover,credit,284,59,14.936151361187559,2.1543384281385745,iCloud.com,H,3,2,3,0,1,desktop,Android,0
1047680,5697156,170.8774169947207,1407,amex,credit,517,24,12.045382946748312,5.7445217505801205,hotmail.com,C,2,0,1,3,2,tablet,Windows,0
1003611,7340163,56.26157824932517,9923,discover,credit,272,83,6.4360425511688035,11.903430514468376,aol.com,C,1,2,1,1,4,desktop,MacOS,0
1065353,4356584,50.11646851473092,6255,visa,debit,180,29,61.44611004919535,38.678600177842625,msn.com,W,3,1,3,2,1,desktop,Windows,0
1045944,184405,46.99577140119684,2046,discover,credit,563,74,56.90534481204204,43.48035174645325,msn.com,W,3,0,4,0,3,mobile,Windows,0
1013073,697181,76.26167196797732,7614,discover,credit,198,29,54.451993730123114,35.07991419402929,protonmail.com,H,1,0,4,0,3,mobile,iOS,0
1042061,12485139,310.11330635727825,6357,visa,debit,346,23,41.204714030417136,33.81209137301143,iCloud.com,C,1,0,3,1,5,desktop,MacOS,0
1094700,25986,182.91083269679254,8000,amex,credit,362,45,8.006716272511708,7.969399668710233,iCloud.com,W,0,1,3,0,4,mobile,iOS,0
1004072,7575846,96.03446954035384,3863,discover,debit,186,91,61.93784738819803,67.65508782211776,msn.com,S,4,0,1,0,4,desktop,Windows,0
1058845,3817610,9.96865895615716,6187,amex,credit,491,62,4.016214849501482,23.500735869872663,yahoo.com,S,4,1,4,0,5,mobile,Android,0
1011056,5954907,12.545827262334644,9481,discover,credit,417,23,9.431600967250835,26.69084467080129,iCloud.com,C,0,1,0,0,4,mobile,MacOS,0
1040961,7096478,23.303966450198917,3627,visa,credit,254,87,142.72915669548217,130.60440419944024,gmail.com,C,3,0,0,3,3,desktop,Linux,0
1099033,35337,355.7767456161195,5192,visa,credit,162,49,366.4713638914774,335.8627987073847,outlook.com,C,9,8,2,2,5,mobile,iOS,1
1038026,10255388,110.80366223561914,3038,discover,credit,313,58,72.2192792643279,74.01510249837021,gmail.com,C,2,0,0,0,1,tablet,MacOS,0
1022387,1556944,332.19327308707034,4166,mastercard,debit,256,59,85.54596339835877,79.22363836513392,protonmail.com,C,2,0,4,2,2,desktop,Windows,0
1053659,14517148,84.37749402110875,9793,visa,debit,265,96,45.73518368927375,45.592702309355396,hotmail.com,H,0,2,2,1,3,desktop,MacOS,0
1050407,15416901,63.09595609975729,9858,discover,credit,392,15,31.306516632756278,23.757675512282578,protonmail.com,H,2,2,4,1,3,desktop,Windows,0
1000070,3141519,12.432311653154718,5887,visa,credit,479,36,11.06751696615447,24.15477819296153,msn.com,C,0,1,0,3,5,desktop,Windows,0
1082462,6429166,93.98304643423761,6412,visa,debit,422,18,121.20962469402497,143.67201864561386,hotmail.com,C,0,2,1,3,5,desktop,iOS,0
1080698,8887183,10.050530420968098,9548,mastercard,credit,444,43,21.702970292845336,29.999750735282724,yahoo.com,R,3,0,0,2,0,desktop,Windows,0
1080970,7005822,119.19983973786495,5609,mastercard,credit,247,97,82.95034086557841,80.20666725489707,iCloud.com,W,2,0,0,0,2,desktop,iOS,0
1046183,7850727,15.956805252559032,6543,discover,credit,183,19,24.289108485496737,35.1531499313086,protonmail.com,S,0,2,4,1,3,desktop,Windows,0
1086780,12964103,85.79937470166931,8907,visa,debit,483,53,2.034439150368957,8.540197955271882,iCloud.com,W,2,2,3,0,3,tablet,Android,0
1029429,5730502,8.460443568223754,1561,discover,credit,380,32,77.04239036149019,79.28223960423941,msn.com,W,1,0,3,0,2,desktop,iOS,0
1046591,13719686,381.92582988628305,6385,visa,debit,221,10,14.053009300471098,14.883681191570558,msn.com,C,2,1,0,2,1,desktop,Windows,0
1037802,6523624,22.55855470748007,3532,discover,credit,439,54,104.47870902059329,104.09925012109332,yahoo.com,C,0,2,1,3,4,desktop,Linux,0
1045931,1931751,22.358635466422573,7114,visa,credit,504,23,110.95307513590917,100.62405439835372,yahoo.com,S,4,1,1,0,2,desktop,Windows,0
1023090,14543304,6.74466437104141,8107,mastercard,credit,396,35,169.32614636327241,177.20426634038031,outlook.com,C,4,1,0,3,0,desktop,MacOS,0
1082729,7709673,46.251833972995065,1853,visa,debit,369,50,33.751240223301465,32.681272535822345,hotmail.com,C,1,2,1,1,1,mobile,MacOS,0
1085791,12390871,57.197656405086846,9115,visa,credit,233,70,24.876226759869983,29.496229166285644,iCloud.com,W,0,0,1,3,2,desktop,MacOS,0
1066676,15054862,48.32249557409724,4286,amex,credit,167,51,117.92025966920971,110.093368549791,aol.com,S,1,1,4,2,1,desktop,Windows,0
1091060,9890946,311.13285770317356,6411,amex,credit,170,62,12.84844871383925,18.438773364916493,hotmail.com,S,1,1,1,0,5,desktop,Windows,0
1072380,12343543,143.83200994319105,6357,amex,credit,323,40,73.56344730091816,72.06086260721328,hotmail.com,S,4,1,1,0,1,desktop,MacOS,0
1038874,14574992,70.13504620688623,3648,discover,credit,323,45,3.415414651881342,4.277577196087367,iCloud.com,C,1,1,1,1,0,tablet,Windows,0
1077690,15308865,48.1531047673326,6835,amex,debit,110,13,16.80594991297327,17.158423813193217,msn.com,S,2,1,3,1,5,desktop,Windows,0
1074440,14269834,55.354210912488355,1696,visa,credit,258,55,90.25022511877991,110.68571838726592,aol.com,W,4,1,1,1,5,desktop,iOS,0
1020657,3592017,32.07040722087097,9139,visa,debit,291,52,40.37276105178948,46.952792767387976,hotmail.com,C,4,0,0,0,2,mobile,MacOS,0
1043509,6463798,82.08453360686651,3352,visa,credit,239,48,146.38344733620676,185.18106069584277,aol.com,W,0,2,1,0,4,desktop,MacOS,0
1046781,14344923,146.7783466782622,5183,visa,debit,587,26,96.60942198919153,88.18826898056481,yahoo.com,C,1,2,2,2,5,desktop,Windows,0
1081025,5725851,19.3106847238604,1312,visa,credit,558,34,10.412509036455223,16.252922587146724,gmail.com,C,0,1,1,0,1,mobile,Linux,0
1044032,6520497,184.48769225122842,1779,discover,credit,242,34,54.72803873294091,45.53370509849677,protonmail.com,C,1,2,1,3,0,mobile,Windows,0
1061520,3784474,93.38462689137444,8444,visa,credit,507,27,69.25663397176923,70.05360135306377,gmail.com,S,3,1,4,3,4,tablet,MacOS,0
1091714,799252,124.9301904875967,7456,amex,credit,298,44,12.975147277951809,21.674722964001653,outlook.com,W,0,1,1,0,1,mobile,Android,0
1030621,6585751,14.567034032169614,3602,mastercard,credit,390,86,9.925871020081301,21.984772646225814,hotmail.com,R,0,0,3,2,3,desktop,iOS,0
1016554,2617279,83.59668126720786,9204,visa,credit,422,82,27.453936557417556,43.2911965100121,gmail.com,C,4,0,4,3,4,desktop,MacOS,0
1016123,6706655,6.552960860130726,3321,visa,debit,559,81,74.43146888145533,97.6545917748127,msn.com,W,4,2,1,2,1,mobile,Android,0
1068288,14466065,64.6843659517483,5968,mastercard,debit,311,18,10.653196976793259,10.318603580450194,yahoo.com,R,1,0,1,3,2,mobile,iOS,0
1022724,6182252,120.00256711758918,5200,discover,debit,471,66,43.14319856936983,52.99167019798857,hotmail.com,W,2,0,3,1,3,mobile,MacOS,0
1082849,1447631,26.92801974840435,1208,mastercard,credit,573,40,40.90182099703777,49.21903563007578,gmail.com,H,1,1,1,3,4,desktop,Linux,0
1060147,9721477,73.16363460529969,9494,visa,credit,594,97,25.451706845452442,28.52880097978114,outlook.com,C,2,0,4,1,4,desktop,Linux,0
1069614,13117448,190.02452540185755,8018,mastercard,credit,408,93,107.07602237807978,103.7259282535508,gmail.com,H,0,0,2,3,5,desktop,MacOS,0
1063182,12495747,772.0678030114397,4722,discover,debit,340,32,10.353686604309118,13.326287117395303,aol.com,W,1,1,2,3,3,desktop,Windows,0
1073007,4769016,117.28617829687924,8296,mastercard,debit,299,34,7.352349069563073,27.907469919862887,aol.com,W,1,1,2,0,1,mobile,Windows,0
1053088,8205614,18.082012141000526,9165,discover,credit,233,31,24.591200005903108,8.356753757623942,hotmail.com,W,1,1,4,3,3,desktop,MacOS,0
1079197,5786775,7.635645527199777,1774,discover,debit,356,68,67.93599030961607,77.9317195181618,yahoo.com,R,4,0,0,3,2,mobile,Android,0
1029536,14442504,99.1792329572472,9273,discover,credit,259,92,1.617620975926366,6.425238781327412,gmail.com,W,2,0,3,3,0,tablet,Windows,0
1016131,9470292,94.32793331904267,5319,discover,credit,344,36,11.406828794603733,22.55396680077451,hotmail.com,C,2,0,4,0,2,mobile,iOS,0
1064870,13885176,21.96301630068568,6327,mastercard,debit,321,98,108.83041474607795,110.55316527814016,gmail.com,W,2,1,2,2,5,desktop,Windows,0
1003716,14423869,18.03618373454951,1365,visa,debit,167,60,4.321823265703547,22.449310689793595,outlook.com,W,3,0,4,1,4,mobile,Windows,0
1014753,1441484,15.601902807223711,6091,amex,credit,102,59,135.65593524065224,145.60206160167712,gmail.com,W,0,0,3,1,1,tablet,Android,0
1071712,10408048,315.6540096536199,5141,visa,debit,400,55,7.384356236115754,12.57916178815304,iCloud.com,C,0,0,1,2,1,mobile,iOS,0
1088550,12578924,20.90763477026944,1808,mastercard,debit,132,85,23.28222589221686,12.653000906109135,iCloud.com,W,3,0,3,2,0,desktop,Android,0
1099698,36476,596.4226858415708,1735,visa,credit,582,21,297.81434264154893,333.625527196556,mailnull.com,W,5,2,1,1,5,desktop,MacOS,1
1067150,2833711,18.99529792175065,4380,amex,credit,106,62,55.134385858639455,65.38687638990008,outlook.com,R,2,0,0,0,1,mobile,Windows,0
1082017,9606018,13.998598703533874,8363,amex,credit,515,97,37.50809165969035,39.125093893547756,gmail.com,W,2,0,0,1,4,desktop,iOS,0
1027545,3592206,34.09565632587357,3594,amex,credit,124,65,68.9493970471662,77.89934243764642,yahoo.com,S,0,2,1,3,0,mobile,iOS,0
1080871,4705713,123.4909417148566,2076,visa,debit,477,38,59.16821951857722,68.34728019079654,outlook.com,H,3,1,1,3,1,mobile,MacOS,0
1080251,5537451,10.347882022568724,9531,visa,debit,114,76,4.719892866019143,7.776390320019718,protonmail.com,H,0,1,2,1,4,mobile,Windows,0
1062649,7760231,18.626092953834835,6232,mastercard,credit,552,14,38.54671851531927,37.86803033499947,protonmail.com,W,2,0,3,0,1,desktop,Windows,0
1060775,11117517,27.953674912350678,9048,discover,credit,345,74,50.13320531151062,35.004889356625284,iCloud.com,C,4,2,2,2,1,mobile,Windows,0
1007251,7201254,36.255355325930125,2875,mastercard,credit,453,19,10.144065126405271,12.27645069810289,iCloud.com,H,1,1,0,0,0,mobile,Windows,0
1037882,541525,40.27291556726915,6002,amex,debit,426,51,44.37465356182892,32.65522022140583,aol.com,W,0,0,3,3,2,desktop,MacOS,0
1019936,5091342,12.099790782288567,5499,visa,credit,276,30,79.77291852213177,61.35135801958853,protonmail.com,W,1,0,4,2,4,mobile,Windows,0
1086393,4974038,364.31005213531773,1725,discover,debit,419,97,57.95504499908881,54.04341994668113,hotmail.com,H,1,2,4,2,0,mobile,Android,0
1056434,413603,9.909568087437153,8952,discover,credit,369,38,71.31568283108824,80.22419623138018,gmail.com,R,1,0,1,2,1,desktop,Windows,0
1004492,8390782,37.02420424663546,5155,visa,credit,486,48,4.240589392201534,12.273137871744648,protonmail.com,H,3,1,2,0,1,desktop,Android,0
1066386,13232882,4.395741137168657,2688,discover,debit,242,66,36.91647997732178,45.20838621881407,hotmail.com,S,3,1,1,2,1,mobile,iOS,0
1035020,7440133,20.56046998773489,3678,visa,credit,523,89,11.681186590510709,26.997005958420395,iCloud.com,S,4,1,0,2,1,desktop,Android,0
1050518,7219578,41.72443458780668,2166,mastercard,credit,540,36,55.31217570412805,76.73315359247647,msn.com,W,1,2,4,3,5,desktop,Android,0
1071917,13017917,132.2115178421865,6295,visa,debit,422,98,61.979223591914824,65.44065801740693,gmail.com,C,1,2,1,1,2,desktop,iOS,0
1018702,95249,48.037046499373865,3644,mastercard,credit,184,11,135.2623231692105,157.2267240482247,gmail.com,C,2,0,3,3,5,tablet,MacOS,0
1013082,4889365,196.9996008606758,5474,mastercard,debit,565,37,5.547027132376389,16.786474395194713,yahoo.com,C,0,1,0,0,2,tablet,Windows,0
1005669,1289921,39.829528932860036,8787,amex,credit,582,33,20.695985199462182,33.78831096401414,outlook.com,S,1,1,1,3,0,mobile,iOS,0
1056038,4967264,88.65219974755745,7142,discover,debit,572,62,58.692661094590335,53.16071210611445,hotmail.com,S,1,0,1,1,2,mobile,Windows,0
1036569,245902,182.00881844638548,7676,amex,debit,319,35,63.32961271411932,68.06102269495159,msn.com,C,0,1,1,0,0,desktop,Android,0
1001910,13994241,39.14360555535041,7928,discover,credit,240,86,5.041466110146819,3.946379682683035,msn.com,W,4,0,4,1,4,desktop,Windows,0
1063550,4729224,115.45184510850726,5217,discover,credit,394,50,49.6853501469406,30.489770213382457,protonmail.com,C,2,0,0,2,5,mobile,iOS,0
1074539,6457227,36.67395359336441,8588,mastercard,credit,559,36,46.19179081682386,43.7712096710063,aol.com,C,4,0,1,2,4,mobile,MacOS,0
1040923,3835257,15.836159321331023,1592,visa,debit,151,81,83.53125086726688,106.67953520224866,protonmail.com,H,2,0,1,2,5,desktop,Android,0
1068589,13605715,51.57435321302626,5851,discover,debit,504,42,150.43588896462546,127.51014275366026,aol.com,W,0,1,3,1,2,desktop,Windows,0
1091572,2480042,336.4267669875672,5311,mastercard,debit,190,36,9.385800312251282,12.571023554716437,protonmail.com,W,1,0,0,3,2,desktop,Windows,0
1017971,15216668,10.325274416743072,7777,mastercard,debit,239,28,34.52154394194137,33.42631494907217,outlook.com,C,4,1,1,1,2,desktop,Windows,0
1094384,7002078,40.50664277176347,7461,visa,debit,336,16,108.43914172308406,93.08645507209587,aol.com,C,4,1,0,3,3,desktop,MacOS,0
1007389,7877774,71.73310350663321,4196,discover,credit,366,88,37.20337232248311,65.22020635414043,yahoo.com,S,0,2,1,0,3,desktop,Windows,0
1043047,7810961,190.32518958781085,1211,amex,debit,522,75,15.39267293235829,17.93846210506202,outlook.com,R,4,0,4,3,4,desktop,Windows,0
1072459,4329125,32.3672887900873,5852,mastercard,credit,593,24,65.22849822308984,54.744874885813296,gmail.com,C,0,0,0,0,2,mobile,Windows,0
1004419,427218,34.04368027593235,1287,visa,credit,345,89,17.632747312259763,29.41046414085002,msn.com,W,2,0,3,3,1,mobile,MacOS,0
1062332,1857655,70.53978079822315,1642,amex,debit,438,40,3.2812402402474157,7.125095104365673,gmail.com,C,3,0,4,0,1,mobile,Android,0
1024006,7975541,38.308207393833385,5209,mastercard,debit,106,21,53.95325557760528,38.94383583528048,protonmail.com,C,4,1,0,3,5,mobile,Android,0
1020066,268387,73.0328447371934,9337,mastercard,debit,275,28,29.390728202174333,36.81108875428884,outlook.com,W,4,0,1,3,5,mobile,MacOS,0
1074845,3209259,54.830576820965696,2471,mastercard,credit,201,66,44.25654683205706,36.424496602486954,gmail.com,C,2,0,4,2,5,mobile,Android,0
1037247,2600255,157.29773942569994,6141,visa,credit,280,68,14.798519532455078,13.53860374709875,gmail.com,C,4,1,1,2,1,mobile,Android,0
1045546,9451928,107.71256182898459,7951,amex,debit,157,36,69.74284204400605,70.93905188653214,iCloud.com,C,0,0,1,3,5,desktop,Linux,0
1007924,7669691,27.58609300867674,5890,amex,debit,465,28,43.40248504958772,34.342056549406756,iCloud.com,C,1,0,1,3,1,mobile,Windows,0
1032127,5858796,274.21768863640415,7516,amex,debit,351,89,81.89323657507245,79.39977081216658,outlook.com,C,1,2,1,3,1,desktop,Android,0
1016398,15426808,5.027415632932886,7007,discover,debit,550,99,74.89240187210113,79.51779498483695,outlook.com,C,4,2,2,3,0,desktop,Android,0
1047110,6113043,268.8158202445602,5141,mastercard,debit,376,37,12.971383674626388,25.017757093614904,protonmail.com,W,1,0,4,2,3,desktop,Windows,0
1089354,1490014,31.162645406660513,7914,visa,credit,587,37,137.70473199731754,137.72960049167943,iCloud.com,W,1,0,0,2,0,desktop,Android,0
1003289,15142613,201.6571752936851,5408,amex,debit,373,37,39.12780906500072,27.0048962557091,yahoo.com,H,3,0,2,0,0,mobile,Linux,0
1064562,11127887,76.3574272846649,8133,amex,credit,113,60,35.843283107683874,49.117255685118096,msn.com,C,1,1,3,0,1,mobile,Android,0
1026892,815,152.65292104200242,9707,discover,debit,330,27,30.078648470704856,33.39095772504386,gmail.com,C,1,1,0,0,1,desktop,Windows,0
1002805,13960606,7.890608512036626,1187,amex,debit,464,92,0.2904978110724686,2.6484884064823,gmail.com,H,2,1,0,2,3,desktop,Android,0
1093218,3134355,101.22585259840929,7150,discover,credit,361,69,69.9796093445493,81.97426744595778,gmail.com,S,1,0,1,3,0,tablet,Windows,0
1098932,635036,609.0900740601301,2572,mastercard,debit,530,52,111.57547971654893,92.50765916110913,tempmail.com,S,14,2,2,1,4,tablet,Windows,1
1068250,661659,33.36469885266039,1165,mastercard,credit,128,32,0.8990329166943823,3.933911904014866,gmail.com,C,3,0,1,2,2,tablet,Windows,0
1020055,1318326,48.13911742374727,4733,discover,credit,199,63,51.53197616237689,64.78671714308972,hotmail.com,C,1,2,0,0,2,desktop,Android,0
1076529,3694403,90.71536174528603,1166,amex,credit,514,12,63.924024335500306,61.934211187155,iCloud.com,H,2,2,3,3,1,tablet,Windows,0
1027772,2554887,141.43469951197136,5022,discover,credit,419,75,22.310841527237958,24.227001113782364,iCloud.com,W,0,2,2,3,4,desktop,Windows,0
1013943,8808749,67.07468829296921,5426,visa,credit,266,48,68.60218146702421,61.76426709673031,protonmail.com,W,0,0,4,1,2,desktop,iOS,0
1064312,14646264,112.23472189370892,6794,visa,credit,375,18,70.93018001472609,55.11007205865417,iCloud.com,W,3,0,4,2,1,desktop,iOS,0
1053519,6822505,53.92317902806686,1566,amex,credit,382,46,43.187563883046906,44.95979887786676,outlook.com,W,3,2,2,0,5,mobile,MacOS,0
1069591,9638395,7.839716915756853,3586,mastercard,credit,209,34,3.2749976580252986,7.169785725882704,outlook.com,R,0,0,2,0,2,mobile,iOS,0
1042854,8683715,68.93132720236052,1034,discover,debit,398,65,37.69694533292809,27.609771968527106,gmail.com,H,3,2,2,2,3,mobile,Windows,0
1089381,5480959,17.795370359920327,4657,visa,credit,323,47,97.83499497814762,89.64420533480691,aol.com,H,3,2,3,1,0,mobile,MacOS,0
1066642,8297053,43.79036306725209,8918,visa,debit,557,24,14.377179531481143,21.063444985824372,hotmail.com,C,2,1,4,3,4,desktop,iOS,0
1046616,14342925,13.44863875923781,5651,mastercard,debit,336,84,1.3272261707722968,0.20284486803639723,outlook.com,S,1,2,2,0,4,mobile,Windows,0
1046370,98064,275.2533818701374,5890,visa,credit,538,25,2.1776250730292026,2.908295490083951,protonmail.com,S,0,2,4,3,1,mobile,Windows,0
1065236,2247564,96.44784284964487,1633,discover,debit,462,46,2.778657445543457,6.698089257489845,iCloud.com,W,0,0,0,1,4,mobile,Android,0
1071943,4512995,75.7281587544675,3462,mastercard,credit,425,97,288.50172820536164,292.91194982753643,protonmail.com,C,2,2,2,0,2,desktop,Windows,0
1010823,107181,53.77220225596294,3941,discover,credit,569,38,19.159125301944812,18.5185970901462,aol.com,C,0,0,3,2,5,mobile,iOS,0
1005120,12184951,66.2490790058591,4150,mastercard,debit,261,11,26.03700707911622,11.105689120106984,hotmail.com,C,4,2,4,0,4,desktop,Windows,0
1075401,15217296,30.163308829915554,4773,discover,credit,467,44,11.928319728246276,9.226241147825604,aol.com,S,3,0,2,1,3,desktop,Android,0
1037221,805664,3.3215024057898916,6677,visa,credit,508,89,16.65441144888769,24.139617728919546,iCloud.com,W,4,0,0,0,4,desktop,MacOS,0
1064407,2249925,175.4852862282299,3432,amex,credit,538,74,6.199437755892187,7.255879554053195,gmail.com,W,3,1,1,0,3,desktop,Windows,0
1018465,4812001,368.75595787433986,9700,amex,credit,184,90,112.74056116088316,135.22730948961967,outlook.com,R,3,0,2,1,2,desktop,iOS,0
1007383,12321295,16.28467417222683,7596,discover,credit,496,68,46.41046151069284,55.524389345547135,iCloud.com,H,3,0,3,1,3,mobile,Windows,0
1052010,1412593,4.263893343849831,2976,discover,credit,131,40,123.87264705108024,135.47459095084753,outlook.com,W,0,2,3,2,1,desktop,Windows,0
1072688,3104497,38.814644892406186,1107,amex,debit,303,51,22.527753944541267,29.783814820698346,msn.com,C,4,0,1,0,2,desktop,Linux,0
1039951,13712299,434.7706678746552,4219,mastercard,credit,291,45,100.33803373722972,118.1244976954014,iCloud.com,S,2,0,3,0,4,desktop,MacOS,0
1012732,4198355,75.95696128032225,4411,mastercard,debit,412,67,35.85154984003482,42.59718356678641,protonmail.com,C,1,2,3,0,5,desktop,Windows,0
1078829,3931553,30.152030727508247,3733,discover,credit,331,58,4.2403374770564755,8.882273143579255,outlook.com,C,1,2,2,3,5,mobile,Windows,0
1071419,6211857,234.31478292702778,3632,visa,debit,434,12,23.80368553161074,29.167242681896195,msn.com,S,0,0,1,3,3,desktop,Windows,0
1059795,6390654,55.86175513289762,7413,discover,credit,224,88,44.47004864593105,55.31659527062923,yahoo.com,W,3,2,1,1,0,desktop,MacOS,0
1023034,10034784,34.14750947127114,7071,amex,credit,398,16,50.50825096424083,53.18319525918173,gmail.com,S,4,2,1,3,0,desktop,Windows,0
1007701,901911,36.74307311886458,1012,mastercard,debit,554,33,10.620156779785946,17.072298871584056,outlook.com,S,2,1,3,3,2,desktop,MacOS,0
1078494,9175391,130.31551261763465,9143,visa,debit,511,48,44.01594975794103,15.723872796972735,msn.com,W,4,0,3,0,5,mobile,Windows,0
1016349,9122446,21.73509698271976,5172,visa,credit,157,93,82.97167962845272,70.06243812972666,gmail.com,H,1,2,1,1,0,mobile,Android,0
1031009,4591881,61.32473963474509,4320,visa,credit,170,57,7.095485081899587,4.584132421095795,hotmail.com,H,1,2,2,1,0,tablet,MacOS,0
1079067,4882513,169.59017228660906,5397,visa,credit,454,60,61.054138957673175,43.19557731357197,outlook.com,C,0,2,3,0,2,desktop,MacOS,0
1076782,5417593,8.24332716309395,4431,discover,credit,133,34,1.7006300735427946,2.178082099465871,yahoo.com,W,0,2,0,1,4,desktop,MacOS,0
1032133,3983129,80.2379478223889,4234,visa,debit,246,77,168.93668529373565,196.62187920271026,protonmail.com,H,1,1,2,3,2,desktop,Windows,0
1034514,10519580,89.94146508781262,7969,amex,credit,570,94,93.05153301718522,97.53717453740839,yahoo.com,C,0,0,4,1,5,desktop,MacOS,0
1077930,8636259,122.03257246649713,5091,amex,debit,521,11,53.39126024814356,32.1620480114056,msn.com,W,2,1,2,3,1,desktop,Android,0
1021504,1916664,32.00629719038501,6530,visa,credit,130,49,69.52642202478117,51.528889438764494,protonmail.com,S,1,1,0,2,1,desktop,Windows,0
1052058,13457930,78.65911090564511,5965,discover,credit,187,87,35.65960215586866,15.92430972347176,hotmail.com,W,0,0,3,1,0,desktop,MacOS,0
1031148,10641737,115.942128827234,7160,amex,debit,406,57,30.858966384591096,50.25459929574375,hotmail.com,C,0,0,1,1,2,desktop,Windows,0
1062427,14034055,10.663047555473273,3208,mastercard,credit,111,35,196.16322730604296,212.80522469558505,hotmail.com,C,1,1,4,0,3,desktop,iOS,0
1089358,3414839,22.67154224848843,3050,mastercard,credit,468,33,89.70355651249065,69.95531601725793,aol.com,C,1,2,1,3,3,desktop,Windows,0
1033703,3321796,22.290635610133137,6756,amex,credit,583,59,66.54337480812595,68.98233226008648,outlook.com,S,1,0,0,1,5,desktop,Windows,0
1048062,3809177,42.692875242973656,3499,visa,debit,104,76,25.571482443392057,13.28737236197312,hotmail.com,H,2,2,3,2,5,desktop,Windows,0
1087529,2926698,217.36715423350364,9346,visa,debit,344,10,42.79389431993109,55.6077537453633,aol.com,C,0,2,2,0,5,desktop,Android,0
1044723,4346809,64.22765076592968,5586,discover,credit,589,33,8.352575393985868,4.933862410469891,yahoo.com,C,0,2,1,2,1,mobile,Windows,0
1072283,356292,264.54233555608636,2640,visa,debit,587,66,25.665810543692647,32.159505984639445,aol.com,C,3,0,2,1,0,mobile,Windows,0
1042272,7393064,103.70888900259807,1724,mastercard,debit,598,87,4.381508384319068,18.11157584175532,iCloud.com,S,2,0,2,1,4,mobile,Windows,0
1037234,2012328,165.14424295511049,5585,mastercard,credit,580,39,0.15909439910904932,10.135374230489187,protonmail.com,W,1,2,1,1,4,mobile,iOS,0
1076334,8797448,118.12175178892375,9680,discover,credit,197,38,49.12602448266703,59.38020068635025,hotmail.com,C,2,2,0,2,3,mobile,MacOS,0
1017329,3339686,49.58365065403538,6071,mastercard,debit,436,43,47.123975361291606,48.902366142886166,yahoo.com,C,2,1,2,1,5,desktop,Windows,0
1087790,4383601,45.73736446389173,8591,mastercard,credit,106,85,6.3514326189026,0.5332779764101865,aol.com,W,4,1,0,3,3,desktop,Windows,0
1006432,2180257,197.88951362670548,9733,amex,credit,200,28,3.3178679882665247,0.025257188076108772,msn.com,H,1,1,0,0,2,tablet,Android,0
1025415,4921178,27.82722390150807,6083,visa,credit,294,58,95.46033077752108,93.93970436115934,aol.com,W,0,2,4,1,2,mobile,MacOS,0
1059609,10226450,358.3247182126346,2239,discover,credit,112,27,30.532154153776776,34.227270152217265,msn.com,C,4,1,0,0,3,desktop,Windows,0
1056047,14874040,123.60643075127311,1241,mastercard,debit,514,65,120.62973778272021,141.87758713373415,aol.com,C,1,1,1,0,5,desktop,Windows,0
1092466,3326641,35.63746828599365,1724,visa,debit,465,28,54.152683716711934,43.001806488914255,iCloud.com,C,0,1,4,0,1,desktop,iOS,0
1023971,7461557,30.84883206060744,6017,discover,credit,440,27,10.342244548453685,1.5486999212566603,outlook.com,C,1,1,4,0,0,mobile,Windows,0
1038410,13935688,57.12886183705073,3631,amex,credit,199,74,23.919055810213592,32.15966159192138,protonmail.com,R,0,1,2,2,3,desktop,iOS,0
1042979,7462975,38.62478396895506,3207,visa,credit,491,87,58.73075035606147,56.33972736970929,aol.com,C,4,2,4,1,3,mobile,Android,0
1040235,12068634,39.618646584993016,5270,amex,debit,160,70,50.846811889128915,34.3455686949396,outlook.com,S,4,0,0,0,0,mobile,Windows,0
1095949,14614727,114.20732215082674,2134,amex,credit,154,85,10.202009461090912,23.4474149652041,iCloud.com,H,4,2,4,3,5,mobile,iOS,0
1084847,7254314,39.07516657800712,2979,mastercard,credit,312,67,90.34630174454936,111.87740277477546,msn.com,R,4,1,1,1,2,desktop,iOS,0
1076712,6702119,12.949002823381116,4553,discover,credit,165,88,34.34808247609614,28.014115118166373,iCloud.com,R,0,2,3,0,2,desktop,Windows,0
1017254,14042270,41.97332598388401,1178,amex,debit,451,91,20.867375764500938,22.763825951325686,yahoo.com,C,3,2,0,2,4,desktop,Windows,0
1079908,12848523,99.40442675058887,8241,mastercard,debit,421,71,122.96307506588602,136.89437206274786,hotmail.com,C,2,1,3,0,0,desktop,Windows,0
1085387,10892169,40.793124646288774,7323,amex,credit,501,22,9.811166892110268,20.142683332439212,iCloud.com,W,4,1,2,3,2,mobile,MacOS,0
1032890,3518004,17.198641453583985,4949,mastercard,credit,294,23,58.435083267148535,59.16860418934152,yahoo.com,C,2,2,1,1,1,desktop,Windows,0
1040660,11036094,89.41236696250522,7420,amex,debit,273,26,147.8732670673787,154.39974881472108,hotmail.com,W,2,2,1,3,1,desktop,Windows,0
1042686,11029404,7.800568559561277,3943,visa,credit,449,26,20.19640837001535,20.897006735492454,outlook.com,W,3,2,0,0,1,desktop,Windows,0
1012162,5695868,35.04517331831949,9382,visa,credit,101,60,57.55719931094085,59.588324647454144,gmail.com,W,4,0,3,3,5,tablet,Windows,0
